---
0.142	0.000108975	5.94345e-05
0.235	0.000149961	-0.000154835
0.336	9.61956e-05	-5.23154e-05
0.428	0.000148823	2.29715e-05
0.513	0.00275785	-0.000256989
0.605	0.000239081	-0.000191677
0.697	0.000144813	-2.04752e-05
0.791	-0.00013755	9.29096e-05
0.878	8.67441e-05	2.23234e-05
0.972	0.000100948	2.2313e-05
1.063	0.000163621	-0.000142761
1.155	0.000143327	-8.81468e-05
1.243	-1.27245e-05	0.000208958
1.331	0.000387875	-0.000119181
1.419	0.00122733	5.61209e-05
1.514	-0.00377848	-0.000146127
1.969	0.00744747	0.00365694
2.06	0.0163036	0.00858756
2.155	0.00942236	0.00336642
2.246	0.0101005	0.00561272
2.338	0.00570639	0.00459485
2.439	0.0179707	0.0113547
2.55	0.00304625	0.00561807
2.67	0.000953734	0.00127744
2.753	0.00389595	0.00582386
2.846	0.0204534	0.0177428
2.937	0.0212241	0.0198318
3.028	0.0207604	0.0213592
3.114	0.0210146	0.0187296
3.208	0.0235421	0.0195187
3.302	0.0259928	0.0208865
3.392	0.0115538	0.015146
3.495	0.0256954	0.0285343
3.586	0.0241502	0.026603
3.671	0.0247506	0.0243547
3.754	0.0220408	0.025706
3.844	0.0258788	0.0229321
3.93	0.0247402	0.0296503
4.013	0.0227778	0.0252016
4.109	0.0189755	0.0411159
4.195	0.0196251	0.0346262
4.281	0.0215535	0.0339761
4.365	0.021853	0.0325662
4.447	0.0206408	0.0329185
4.537	0.0217705	0.031078
4.625	0.0219813	0.0318078
4.706	0.0209598	0.0329969
4.793	0.021713	0.0284387
4.883	0.0228699	0.0284843
4.978	0.0238192	0.0271485
5.067	0.0230358	0.0268225
5.154	0.0218356	0.0267351
5.237	0.0260322	0.0263187
5.326	0.0181008	0.0265372
5.416	0.0256218	0.0279514
5.503	0.0244414	0.0278517
5.594	0.0311368	0.0281122
5.677	0.0314531	0.0273808
5.767	0.0238778	0.0233242
5.857	0.0242964	0.0225162
5.943	0.0217238	0.0215636
6.031	0.0165759	0.0170458
6.115	0.0133727	0.0154017
6.207	0.0248484	0.0199844
6.31	0.0226694	0.0178823
6.405	0.0224934	0.0149093
6.491	0.0203474	0.0137679
6.577	0.0244621	0.015675
6.655	0.0228086	0.0116497
6.742	0.0171527	0.0102687
6.835	0.0290626	0.00697507
6.918	0.0289426	0.0063669
6.997	0.0267596	-0.00394618
7.078	0.0314596	0.0131232
7.164	0.0315019	-0.00343013
7.249	0.0358831	-4.03647e-05
7.335	0.0306459	0.000952648
7.42	0.0477426	0.0389982
7.5	0.0332603	-0.00428911
7.585	0.0502467	0.0485404
7.676	0.0380435	-0.00089651
7.754	0.0391012	-0.000917278
7.843	0.0360753	-0.00211278
7.928	0.0376749	-0.00321895
8.016	0.042184	-0.00261574
8.102	0.0437987	-0.00243649
8.182	0.0458256	-0.00184607
8.266	0.0458052	-0.00295901
8.348	0.0478802	-0.00275684
8.442	0.0461922	-0.00438282
8.533	0.0471178	-0.00249852
8.62	0.0473904	-5.97732e-05
8.709	0.047798	-0.00103846
8.788	0.0488284	-0.00270886
8.869	0.0477903	0.00168111
8.969	0.0487504	0.00335145
9.058	0.0490809	0.00604273
9.148	0.06467	-0.00652027
9.234	0.0467597	0.00769287
9.32	0.0484043	0.0076728
9.412	0.0496468	0.00424004
9.501	0.0497066	0.00633283
9.597	0.0488136	0.006733
9.691	0.0483461	0.00990493
9.783	0.0517555	0.00582666
9.871	0.0532622	0.00527279
9.96	0.0529152	0.0103007
10.045	0.0507311	0.0109697
10.136	0.0493068	0.012744
10.223	0.0525739	0.0112274
10.315	0.0535298	0.0117752
10.427	0.0513957	0.0124868
10.521	0.0547695	0.0130522
10.619	0.0625379	0.0133726
10.711	0.0493064	0.0161289
10.82	0.0507001	0.0171548
10.924	0.0400255	0.0198299
11.036	0.040233	0.0214252
11.162	0.0416908	0.0224195
11.25	0.0366079	0.0216616
11.365	0.0362177	0.0222969
11.451	0.0444134	0.0274472
11.542	0.0390925	0.0252183
11.631	0.0348661	0.026863
11.717	0.0236618	0.0245199
11.802	0.0258608	0.0264203
11.889	0.0394459	0.037374
11.979	0.0192641	0.0231342
12.08	0.0258474	0.0303861
12.171	0.0240284	0.031214
12.259	0.0210708	0.0308068
12.347	0.0159616	0.0272906
12.436	0.01462	0.0269591
12.525	0.0193891	0.0294859
12.608	0.018808	0.0291295
12.692	0.0138106	0.0269513
12.783	0.0154919	0.0332237
12.873	0.0173755	0.0421166
12.951	0.015144	0.041237
13.039	0.017747	0.0376119
13.129	0.0210311	0.0365574
13.217	0.0148449	0.0412705
13.304	0.0171973	0.0377856
13.386	0.0130737	0.0474531
13.475	0.0154411	0.0454863
13.569	0.0154075	0.0451776
13.658	0.0125541	0.04561
13.746	0.0132628	0.0446684
13.826	0.0129527	0.0458336
13.914	0.0147399	0.043817
14.01	0.0136722	0.0450189
14.089	0.0128835	0.0461234
14.179	0.0114828	0.045105
14.268	0.0118436	0.0454942
14.354	0.0126105	0.044524
14.442	0.0127478	0.0440756
14.548	0.0126964	0.04234
14.634	0.0120532	0.0414471
14.72	0.0122625	0.040766
14.804	0.0136778	0.0419796
14.895	0.0148923	0.0419197
14.982	0.0207436	0.0441064
15.067	0.0172461	0.0437294
15.149	0.0213218	0.0433684
15.236	0.0133144	0.039237
15.319	0.0180021	0.0425642
15.41	-0.0301033	-0.0400447
15.489	-0.0309907	-0.0428866
15.574	-0.0286806	-0.0390006
15.675	-0.0332227	-0.0405134
15.768	-0.0331993	-0.0406698
15.849	-0.0302582	-0.0398982
15.938	-0.0297856	-0.0450602
16.019	-0.0308153	-0.0577611
16.106	-0.0375643	-0.0777503
16.189	-0.0486825	-0.101473
16.275	-0.0401015	-0.123711
16.362	-0.0395299	-0.151487
16.445	-0.0490009	-0.180888
16.547	-0.0472507	-0.218208
16.629	-0.0482681	-0.247367
16.717	-0.0352533	-0.275869
16.801	-0.0513729	-0.311868
16.902	-0.0493835	-0.35358
16.981	-0.0526986	-0.388073
17.071	-0.0378433	-0.421599
17.163	-0.0472345	-0.468573
17.248	-0.0510693	-0.5071
17.323	-0.0487054	-0.543418
17.409	-0.0526584	-0.583631
17.496	-0.0762625	-0.631637
17.576	-0.0519515	-0.666214
17.662	-0.0531685	-0.704895
17.75	-0.0551584	-0.732163
17.824	-0.0524921	-0.759807
17.922	-0.0459149	-0.796463
18.009	-0.0491417	-0.834753
18.095	-0.0538901	-0.869977
18.182	-0.0503426	-0.905163
18.264	-0.0478085	-0.942264
18.355	-0.0445198	-0.98416
18.439	-0.0460013	-1.02395
18.524	-0.0392602	-1.06292
18.604	-0.0422065	-1.1026
18.684	-0.0464674	-1.14069
18.79	-0.0431669	-1.19265
18.874	-0.0436931	-1.23422
18.958	-0.0409382	-1.27641
19.046	-0.040343	-1.31949
19.136	-0.0385708	-1.36502
19.222	-0.0392222	-1.40584
19.32	-0.0443169	-1.45713
